idproduto,cdprincipal,dscodigo,dsdetalhe,vlprecovenda,stativo,qtestoque,qtestoque2,qtestoque_ttl
VK400006L0,009240,7898563640602,DVD A REDENCAO DE JACKSON,10.0,S,0.0,0.0,0.0
VK400006L1,009241,7898563640541,DVD UM ELO DE AMOR,10.0,S,0.0,0.0,0.0
VK400006L2,009242,7898563640534,DVD LICAO DE VIDA,10.0,S,0.0,0.0,0.0
VK400006L3,009243,7898563640565,DVD QUESTAO DE ESCOLHA,10.0,S,0.0,0.0,0.0
VK400006L5,003473,9788543500522,6 SEGREDOS PARA UM AMOR DURADOURO,42.9,S,0.0,0.0,0.0
VK400006L6,009245,9788543500393,EXECUTANDO OS FUNDAMENTOS DA CURA,24.9,S,0.0,0.0,0.0
VK400006L7,009246,9788543500447,EXPERIMENTANDO A PRESENCA DE DEUS,29.9,S,0.0,0.0,0.0
VK400006L8,009247,9788543500386,MULHERES EXTRAORDINARIAS,34.9,S,0.0,0.0,0.0
VK400006L9,009248,9788543500256,RECUPERANCO O CRISTIANISMO - A.W.Tozer,24.9,S,0.0,0.0,0.0
VK400006LA,009249,9788543500157,GUERREIROS DE JOELHOS - Davi D. Ireland,29.9,S,0.0,0.0,0.0
VK400006LB,009250,9788543500164,PERIGOS DE UMA FE SUPERFICIAL - A.W.Tozer,24.9,S,0.0,0.0,0.0
VK400006LC,009251,9788599145791,ADORACAO - J.C.Ryle,15.9,S,0.0,0.0,0.0
VK400006LD,009252,9788581322742,BREVE VIDA DE JONATHAN EDWARDS - George Marsden,30.9,S,0.0,0.0,0.0
VK400006LE,009253,9788581322803,CARIDADE E SEUS FRUTOS - Jonathan Edwards,66.9,S,0.0,0.0,0.0
VK400006LH,009254,9788581321769,CHAMADO AO EVANGELHO E A VERDADEIRA CONVERSAO,60.9,S,1.0,0.0,1.0
VK400006LI,009255,9788581323121,CREDO DOS APOSTOLOS - Franklin Ferreira,67.9,S,0.0,0.0,0.0
VK400006LJ,009256,9788581321813,CRUCIFICANDO A MORALIDADE - R.W. Glenn,32.9,S,1.0,0.0,1.0
VK400006LK,009257,9788581320045,DECISAO POR CRISTO - L.R. Shelton Jr,23.9,S,0.0,0.0,0.0
VK400006LL,009258,9788581322957,DEPRESSAO DE SPURGEON - Zack Eswine,47.9,S,2.0,0.0,2.0
VK400006LM,009259,9788581321844,DEUS E SANTO - R.C. Sproul,22.0,S,0.0,0.0,0.0
VK400006LN,009260,9788581323138,DIFICIL MISSAO DE WILLIAM TYNDALE,29.9,S,0.0,0.0,0.0
VK400006LO,009261,9788581322926,ENCONTRANDO PRESBITEROS E DIACONOS FIEIS,40.0,S,0.0,0.0,0.0
VK400006LP,009262,9788581322964,EVANGELHO PARA A VIDA REAL - Jerry Bridges,39.0,S,0.0,0.0,0.0
VK400006LQ,009263,9788581322728,EVANGELHO PARA MUCULMANOS - Thabiti Anyabwile,29.9,S,0.0,0.0,0.0
VK400006LR,009264,9788581322971,IGREJA O EVANGELHO VISIVEL,39.9,S,0.0,0.0,0.0
VK400006LS,009265,9788581323114,MARCAS DE UM EVANGELISTA - Mack Stiles,26.9,S,0.0,0.0,0.0
VK400006LT,009266,9788581322865,PASTOR E O ACONSELHAMENTO - Jeremy Pierre e Deepak,32.9,S,0.0,0.0,0.0
VK400006LU,009267,7890000092678,PODE UMA CRIANCA SER SALVA - Dennis Gundersen,10.0,S,0.0,0.0,0.0
VK400006LV,009268,9788581322872,QUEM E JESUS CRISTO - Greg Gilbert,22.0,S,0.0,0.0,0.0
VK400006LW,009269,9788581322858,VENCENDO MEDOS E ANSIEDADES - Elyse Fitzpatrick,34.9,S,0.0,0.0,0.0
VK400006LX,009270,7890000092708,BIBLIA LUXO - Media Lt Grande (KCross),24.9,S,0.0,0.0,0.0
VK400006LY,009271,9788576071594,30 DIAS PARA DOMAR SUA LINGUA - Debora Smith,26.9,S,0.0,0.0,0.0
VK400006LZ,009272,9788576071587,SEGREDOS DA ADORACAO - Bob Sorge,20.9,S,0.0,0.0,0.0
VK400006M0,009273,7890000092739,CALICE CRISTAO - CX C/48 Unidades,19.9,S,0.0,0.0,0.0
VK400006M1,009274,7891430390426,CD EXERCITO DE IRMAOS - Daniel e Samuel,5.0,S,0.0,0.0,0.0
VK400006M2,009275,7891430392420,CD PROFETIZA - Asaph Borba,5.0,S,0.0,0.0,0.0
VK400006M3,009276,7898923831626,CD MARCANDO GERACOES - Pastor Joel Mendes,5.0,S,0.0,0.0,0.0
VK400006M5,009277,7890000092777,BIBLIA PASTORAL - Pequena,29.9,S,0.0,0.0,0.0
VK400006M6,009278,7890000092784,BIBLIA PASTORAL - Grande,39.9,S,0.0,0.0,0.0
VK400006M8,009279,7897668161548,CAIXA - J I Cart CQ 30X30X06,22.9,S,0.0,0.0,0.0
VK400006M9,009280,7897668161531,"CAIXA - J I Cart CQ 25X25X4,5",34.9,S,0.0,0.0,0.0
VK400006MA,009281,7897668161524,CAIXA - J I Cart CQ 20X20X03,14.9,S,0.0,0.0,0.0
VK400006MB,009282,7897668161890,CAIXA - J I Cart JR 22X10X4,12.9,S,0.0,0.0,0.0
VK400006MC,009283,7897668161906,CAIXA - J I Cart JR 26X14X6,14.9,S,1.0,0.0,1.0
VK400006MD,009284,7897668161913,CAIXA - J I Cart JR 30X18X8,39.9,S,0.0,0.0,0.0
VK400006ME,009285,7897668114469,CAIXA - J I Cart JR 37X22X8,39.9,S,0.0,0.0,0.0
VK400006MF,009286,7897668146729,CAIXA - J I Cart JQ 12X12X7,8.9,S,0.0,0.0,0.0
VK400006MG,009287,7890000092876,CAIXA - J I Cart JQ 16X16X8,18.9,S,0.0,0.0,0.0
VK400006MH,009288,7890000092883,CAIXA - J I Cart JQ 20X20X9,16.9,S,1.0,0.0,1.0
VK400006MI,009289,7890000092890,CAIXA - J I Cart JQ 25X25X10,22.9,S,0.0,0.0,0.0
VK400006MJ,009290,7897668121054,CAIXA - J I Cart SPO 33X19X12,29.9,S,0.0,0.0,0.0
VK400006MK,009291,7897668161777,CAIXA - J I Cart JN 19X12X6,9.9,S,0.0,0.0,0.0
VK400006ML,009293,7897668161784,CAIXA - J I Cart JN 25X15X8,29.9,S,0.0,0.0,0.0
VK400006MM,009294,7897668161791,CAIXA - J I Cart JN 30X20X10,46.9,S,0.0,0.0,0.0
VK400006MN,009295,7897668118559,CAIXA - J I Cart JN 35X25X12,29.9,S,0.0,0.0,0.0
VK400006MP,009296,7898562391673,CD AO VIVO PROSPERAREI - Marcelo Nascimento,5.0,S,0.0,0.0,0.0
VK400006MQ,009297,7890000092975,CD O SONHADOR - R Santos,5.0,S,0.0,0.0,0.0
VK400006MR,009298,9788526313064,RESPOSTAS AOS CETICOS - Norman Geisler e Ronald,54.95,S,0.0,0.0,0.0
VK400006MS,009299,9788526313149,ESCOLHENDO UMA VIDA QUE VALE A PENA,38.9,S,16.0,0.0,16.0
VK400006MT,009300,7890000093002,BIBLIA C HARPA ZIPER - Media Lt Maior,39.9,S,0.0,0.0,0.0
VK400006MU,009301,7890000093019,HEROINAS DO ANTIGO TESTAMENTO - Livro p Colorir,24.9,S,0.0,0.0,0.0
VK400006MV,009302,9788589464598,LOUVORES ETERNOS - Songbook Vol I,44.9,S,0.0,0.0,0.0
VK400006MW,009303,7897063615677,CD JUNTOS NO MILAGRE,5.0,S,0.0,0.0,0.0
VK400006MX,009304,7897063615370,CD JUNTOS NO FOGO,5.0,S,0.0,0.0,0.0
VK400006MY,009305,7897063615851,CD FALANDO DE AMOR - Bruna Karla,5.0,S,0.0,0.0,0.0
VK400006MZ,009306,7897063615929,CD MAE EU TE AMO.COM - 6,5.0,S,0.0,0.0,0.0
VK400006N0,009307,7897063616421,CD HARPA VOL 2 - Cassiane,5.0,S,0.0,0.0,0.0
VK400006N1,009308,7890000093088,CD JANELAS DA ALMA - Gisele Nascimento,5.0,S,0.0,0.0,0.0
VK400006N1,009308,7897063615967,CD JANELAS DA ALMA - Gisele Nascimento,5.0,S,0.0,0.0,0.0
VK400006N2,009309,7897063616247,CD DESAFIO NO DESERTO - Michelle Nascimento,5.0,S,0.0,0.0,0.0
VK400006N3,009310,7897063616407,CD ETERNAMENTE - Cassiane,5.0,S,0.0,0.0,0.0
VK400006N4,009311,7897063616001,CD AMO VOCE VOL - 21,5.0,S,0.0,0.0,0.0
VK400006N5,009312,7890000093125,CD CANTO DE SIAO - Renascer Praise 18,5.0,S,0.0,0.0,0.0
VK400006N6,009313,7897063616216,CD ESCONDERIJO - Pastor Lucas,5.0,S,0.0,0.0,0.0
VK400006N7,009314,7897063614779,CD FAZ ACONTECER - Pastor Lucas,5.0,S,0.0,0.0,0.0
VK400006N8,009315,7897063615981,CD CONFIANCA - Jairo Bonfim,5.0,S,0.0,0.0,0.0
VK400006N9,009316,9788578606602,ANTES DE COMECAR O NAMORO - Hayley DiMarco,19.9,S,0.0,0.0,0.0
VK400006NA,009317,9788578606992,DEUS EM PRIMEIRO LUGAR - Stovall Weems,21.9,S,0.0,0.0,0.0
VK400006NB,009318,9788578607913,OUTRA FACE DE JESUS - John MacArthur,34.9,S,0.0,0.0,0.0
VK400006NC,009319,9788578607944,PARABOLA DO FILHO PRODIGO - John MacArthur,34.9,S,0.0,0.0,0.0
VK400006ND,009320,7890000093200,BIBLIA C ZIPER - Grande Lt Gigante(Fonte de Esp.),39.9,S,0.0,0.0,0.0
VK400006ND,009320,7898521817435,BIBLIA C ZIPER - Grande Lt Gigante(Fonte de Esp.),39.9,S,0.0,0.0,0.0
VK400006NE,009321,9788531114175,BIBLIA INFANTIL - Deus Esta Comigo,76.9,S,0.0,0.0,0.0
VK400006NF,009322,7890000093224,EU E MINHA CASA - Reynaldo Odilo,19.95,S,0.0,0.0,0.0
VK400006NG,009323,7895242133783,CD O FOCO - Léia Gomes,5.0,S,0.0,0.0,0.0
VK400006NH,009324,9788527506274,AVIVAMENTO PARA A IGREJA - Franklin Ferreira,41.9,S,4.0,0.0,4.0
VK400006NI,009325,9788527506434,UMA HISTORIA BIBLICA DE ISRAEL,99.9,S,5.0,0.0,5.0
VK400006NJ,009326,9788527506021,"ESCRITURAS DAO TESTEMUNHO DE MIM, AS",60.9,S,0.0,0.0,0.0
VK400006NK,009327,9788527506106,GALATAS O VALOR INESTIMAVEL DO EVANGELHO,23.9,S,0.0,0.0,0.0
VK400006NL,009329,9788527506410,1 PEDRO COMENTARIO BIBLICO - Wayne Grudem,46.9,S,0.0,0.0,0.0
VK400006NM,009330,9788527506175,CONHECENDO OS PAIS DA IGREJA - Bryan Litfin,67.9,S,0.0,0.0,0.0
VK400006NN,009331,9788527505949,VIDA CENTRADA NO EVANGELHO - Robert Thune,38.9,S,0.0,0.0,0.0
VK400006NO,009332,9788527505963,BUSCAR A VONTADE DE DEUS - Bruce Waltke,53.9,S,0.0,0.0,0.0
VK400006NP,009333,9788527505802,VERDADE - D A Carson,89.9,S,3.0,0.0,3.0
VK400006NQ,009334,9788527506182,TRANSFORMANDO COSMOVISOES - Paul Hiebert,83.9,S,0.0,0.0,0.0
VK400006NR,009335,9788580380392,TRADICAO CRISTA VOL III - Jaroslav Pelikan,95.9,S,4.0,0.0,4.0
VK400006NS,009336,9788527506076,ROMANOS - C Marvin Pate,104.9,S,5.0,0.0,5.0
VK400006NT,009337,9788580380422,PECADOS E PECADINHOS - Russel Shedd,55.9,S,2.0,0.0,2.0
VK400006NU,009338,9788527506212,FORCA NA FRAQUEZA - J I Packer,29.9,S,0.0,0.0,0.0
VK400006NV,009340,9788580380439,AVIVAMENTO - Richard Owen Roberts,51.9,S,1.0,0.0,1.0
VK400006NW,009341,9788527506151,ESPERANCA PARA O CORACAO - June Hunt,55.9,S,2.0,0.0,2.0
VK400006NX,009342,9788527506007,FE NA ERA DO CETICISMO - Timothy Keller,89.9,S,4.0,0.0,4.0
VK400006NY,009343,9788527506281,SUPERANDO A TRISTEZA E A DEPRESSAO COM A FE,32.9,S,0.0,0.0,0.0
VK400006NZ,009344,9788526313170,MARAVILHOSA GRACA - Jose Goncalves,19.95,S,0.0,0.0,0.0
VK400006O0,009345,7890000093453,MICROFONE - SHURE SV200,299.9,S,0.0,0.0,0.0
VK400006O1,009346,7890000093460,MICROFONE - SHURE SV100,259.9,S,0.0,0.0,0.0
VK400006O2,009347,7890000093477,MICROFONE - SHURE PGA-058 XLR,589.9,S,0.0,0.0,0.0
VK400006O3,009348,7890000093484,MICROFONE - SHURE PGA-048 XLR,409.9,S,0.0,0.0,0.0
VK400006O4,009349,7890000093491,FONE DE OUVIDO - SHURE SRH 145,399.9,S,0.0,0.0,0.0
VK400006O5,009351,7890000093514,CAPA PARA DOCUMENTOS,2.5,S,0.0,0.0,0.0
VK400006O6,009352,7890000093521,"CAIXA NOVIK - NEO EVO 350A USB 15"" 350W",1399.9,S,0.0,0.0,0.0
VK400006O7,009353,9788527506441,CONTRA A IDOLATRIA DO ESTADO - Franklin Ferreira,71.9,S,0.0,0.0,0.0
VK400006O8,009354,9788527506595,DONS ESPIRITUAIS - Sam Storms,58.9,S,0.0,0.0,0.0
VK400006O9,009355,9788527506465,ECONOMIA E POLITICA NA COSMOVISAO CRISTA,41.9,S,0.0,0.0,0.0
VK400006OA,009356,9788527506472,PASTOR COMO TEOLOGO PUBLICO - Kevin Vanhoozer,67.9,S,5.0,0.0,5.0
VK400006OB,009357,9788527505987,POBREZA DAS NACOES - Wayne Grudem,111.9,S,6.0,0.0,6.0
VK400006OC,009358,9788527506205,TEOLOGIA DO ANTIGO TESTAMENTO - Bruce Waltke,269.9,S,0.0,0.0,0.0
VK400006OD,009359,9788580380507,TEOLOGIA PRIMEIRA - Kevin Vanhoozer,105.9,S,2.0,0.0,2.0
VK400006OE,009360,9788580380453,TRILOGIA - Graeme Goldsworthy,95.9,S,5.0,0.0,5.0
VK400006OF,009362,9788527506489,TRINDADE AS ESCRITURAS E A FUNCAO DO TEOLOGO,35.9,S,7.0,0.0,7.0
VK400006OG,009363,9788531114274,BIBLIA DE LIDERANCA JOVEM,72.9,S,0.0,0.0,0.0
VK400006OH,009364,9788531115271,BIBLIA DE ESTUDO - BOM DIA,134.9,S,0.0,0.0,0.0
VK400006OI,009365,9788577790449,DISCIPULO RADICAL - John Stott,32.9,S,0.0,0.0,0.0
VK400006OJ,009366,9788586539756,POR QUE SOU CRISTAO - John Stott,36.9,S,0.0,0.0,0.0
VK400006OK,009367,9788577791224,CONTROVERSIAS DE JESUS - John Stott,49.9,S,0.0,0.0,0.0
VK400006OL,009368,9788577790173,BIBLIA TODA O ANO TODO - John Stott,68.9,S,0.0,0.0,0.0
VK400006OM,009369,9788577790395,MISSAO CRISTA NO MUNDO MODERNO - John Stott,41.9,S,3.0,0.0,3.0
VK400006ON,009370,9788577790005,CRISTIANISMO BASICO - John Stott,45.9,S,0.0,0.0,0.0
VK400006OO,009372,9788577790913,ESPIRITUALIDADE O EVANGELHO E A IGREJA,31.9,S,7.0,0.0,7.0
VK400006OP,009373,9788586539480,FREUD VERSUS DEUS - Dan Blazer,56.9,S,2.0,0.0,2.0
VK400006OQ,009374,9788577790647,DE OUTRA CHANCE A IGREJA - Todd Hunter,35.9,S,4.0,0.0,4.0
VK400006OR,009375,9788577790487,NEM MONGE NEM EXECUTIVO - Paul Freston,34.9,S,2.0,0.0,2.0
VK400006OS,009376,9788577790029,LENDO AS ESCRITURAS COM OS PAIS DA IGREJA,52.9,S,0.0,0.0,0.0
VK400006OT,009377,9788577790340,SURPREENDIDO PELA ESPERANCA - N T Wright,49.9,S,0.0,0.0,0.0
VK400006OU,009378,9788577791194,ARTE MODERNA E A MORTE DE UMA CULTURA,61.9,S,0.0,0.0,0.0
VK400006OV,009379,9788586539831,DEUS EM QUESTAO - C S Lewis e Freud,56.9,S,0.0,0.0,0.0
VK400006OW,009380,9788586539763,LOUVOR ADORACAO E LITURGIA - Rubem Amorese,35.9,S,0.0,0.0,0.0
VK400006OX,009381,9788577791170,EVANGELIZACAO OU COLONIZACAO - Analzira nascimento,38.9,S,0.0,0.0,0.0
VK400006OY,009383,9788561785147,MISSAO DE INTERCEDER - Durvalina Bezerra,35.9,S,0.0,0.0,0.0
VK400006OZ,009384,9788586539947,RELIGIAO E POLITICA SIM IGREJA E ESTADO NAO,42.9,S,0.0,0.0,0.0
VK400006P0,009385,,CRISES E PERDAS NA FAMILIA - Jorge Maldonado,27.9,S,1.0,0.0,1.0
VK400006P1,009386,9788577790043,MISSAO DA MULHER - Paul Tornier,43.9,S,3.0,0.0,3.0
VK400006P2,009387,9788577791132,SOU EU CALVINO - Elben Lenz Cesar,39.9,S,3.0,0.0,3.0
VK400006P3,009388,9788586539961,ESPIRITUALIDADE NA PRATICA - Paul Stevens,46.9,S,1.0,0.0,1.0
VK400006P4,009389,9788586539855,VISAO MISSIONARIA NA BIBLIA - Timoteo Carriker,29.9,S,0.0,0.0,0.0
VK400006P5,009390,9788577790012,COMO LIDAR COM A DUVIDA SOBRE DEUS E SOBRE VOCE,37.9,S,1.0,0.0,1.0
VK400006P6,009391,9788577791422,RESGATE - Cayo Cesar Santos,43.9,S,9.0,0.0,9.0
VK400006P7,009392,7890000093927,CAMISA - Turma do Cristaozinho,34.9,S,0.0,0.0,0.0
VK400006P8,009394,9788577790289,SALVOS DA PERFEICAO - Elienai Cabral Jr,35.9,S,2.0,0.0,2.0
VK400006P9,009395,9788577790654,EU CREIO E AGORA - N T Wright,51.9,S,0.0,0.0,0.0
VK400006PA,009396,9788577791316,SURPREENDIDO PELAS ESCRITURAS - N T Wright,52.9,S,0.0,0.0,0.0
VK400006PB,009397,9788577790180,MAL E A JUSTICA DE DEUS - N T Wright,37.9,S,0.0,0.0,0.0
VK400006PC,009398,9788586539503,CRISTIANISMO E POLITICA - Robinson Cavalcante,54.9,S,0.0,0.0,0.0
VK400006PD,009399,9788577790067,PEQUENOS GRUPOS PARA A IGREJA CRESCER INTEGRALMENT,27.9,S,0.0,0.0,0.0
VK400006PE,009400,9788586539923,QUE OS EVANGELICOS NAO FALAM - Ricardo Gondim,41.9,S,0.0,0.0,0.0
VK400006PF,009401,9788586539336,HISTORIA DA EVANGELIZACAO DO BRASIL,41.9,S,0.0,0.0,0.0
VK400006PG,009402,9788577790975,MACHO E FEMEA OS CRIOU,32.9,S,2.0,0.0,2.0
VK400006PH,009403,9788577791156,PARE DE CONJUGAR O VERGO SOFRER,33.9,S,7.0,0.0,7.0
VK400006PI,009404,9788577791118,MISSAO INTEGRAL - C Rene Padilla,53.9,S,0.0,0.0,0.0
VK400006PJ,009405,9788577790302,FE CRISTA E CULTURA CONTEMPORANEA,42.9,S,0.0,0.0,0.0
VK400006PK,009406,9788586539930,COSMOVISAO CRISTA E TRANSFORMACAO,55.9,S,0.0,0.0,0.0
VK400006PL,009408,9788577791439,EVANGELHO EM UMA SOCIEDADE PLURALISTA,59.9,S,5.0,0.0,5.0
VK400006PM,009409,9788577790906,TESTE DA FE - Ruth Bancewicz,39.9,S,1.0,0.0,1.0
VK400006PN,009410,9788586539893,INDIGENAS DO BRASIL - Ronaldo Lidorio,43.9,S,0.0,0.0,0.0
VK400006PO,009411,9788586539848,CAMINHADA CRISTA NA HISTORIA - Alderi Souza,43.9,S,6.0,0.0,6.0
VK400006PP,009412,9788577791019,IGREJA AUTENTICA - John Stott,47.9,S,0.0,0.0,0.0
VK400006PQ,009413,9788577790135,CIENCIA INTOLERANCIA E FE - Phillip Johnson,42.9,S,2.0,0.0,2.0
VK400006PR,009414,9788577790098,JESUS E A TERRA - James Jones,31.9,S,9.0,0.0,9.0
VK400006PS,009415,9788586539657,EVANGELIZACAO NO MERCADO POS MODERNO,25.9,S,1.0,0.0,1.0
VK400006PT,009416,9788577791415,LENDO OS SALMOS - C S Lewis,43.1,S,0.0,0.0,0.0
VK400006PU,009417,9788586539954,CONVERSAS COM LUTERO HISTORIA E PENSAMENTO,49.9,S,0.0,0.0,0.0
VK400006PV,009419,9788577790494,DEUS QUE EU NAO ENTENDO - Christopher Wrigth,47.9,S,0.0,0.0,0.0
VK400006PW,009420,9788577791255,CRIANCA A IGREJA E A MISSAO,48.9,S,0.0,0.0,0.0
VK400006PX,009421,9788577790104,SIMPLESMENTE CRISTAO - N T Wright,47.9,S,0.0,0.0,0.0
VK400006PY,009422,9788577791163,PARA ENTENDER A BIBLIA - John Stott,53.9,S,0.0,0.0,0.0
VK400006PZ,009423,9788577791149,SOMENTE A FE - Martinho Lutero,67.9,S,0.0,0.0,0.0
VK400006Q0,009424,9788577791040,CRISTAOS E OS DESAFIOS CONTEMPORANEOS,104.9,S,0.0,0.0,0.0
VK400006Q1,009425,9788577790807,TEOLOGIA PURA E SIMPLES - Alister McGrath,42.9,S,0.0,0.0,0.0
VK400006Q2,009426,9788574593746,COMO SE NINGUEM ME ORIENTA - Fateen Yacoub,32.9,S,5.0,0.0,5.0
VK400006Q3,009427,9788574593753,GRUPOS PEQUENOS - Priscila Laranjeira,33.0,S,12.0,0.0,12.0
VK400006Q4,009429,9788574593579,METODOS PARA O ENSINO INFANTIL - Ester Maris,32.9,S,11.0,0.0,11.0
VK400006Q5,009430,9788574592565,COMO ENTENDER OS TEXTOS MAIS POLEMICOS DA BIBLIA,32.0,S,0.0,0.0,0.0
VK400006Q6,009431,9788574593784,SEGUINDO A JESUS 40 DIAS DE DISCIPULADO,27.0,S,0.0,0.0,0.0
VK400006Q7,009432,9788574593814,MEGA DESAFIO DO AMIGO DE DEUS,35.0,S,0.0,0.0,0.0
VK400006Q8,009433,9788574593807,MANUAL DO AMIGO DE DEUS - Devocional Infantil,29.9,S,0.0,0.0,0.0
VK400006Q9,009434,7898521818753,BIBLIA C ZIPER - Carteira,39.9,S,0.0,0.0,0.0
VK400006Q9,009434,7898521818760,BIBLIA C ZIPER - Carteira,39.9,S,0.0,0.0,0.0
VK400006Q9,009434,7898521818777,BIBLIA C ZIPER - Carteira,39.9,S,0.0,0.0,0.0
VK400006QA,009435,9788531115202,VOCE E EU BIBLIA DO BEBE - SBB,29.9,S,0.0,0.0,0.0
VK400006QB,009436,9788543301303,FORMIGAS - Willian Douglas e Davi Lago,29.9,S,0.0,0.0,0.0
VK400006QC,009437,7890000094375,ORACAO UM ESTILO DE VIDA - Rafael Negrao,15.0,S,0.0,0.0,0.0
VK400006QD,009438,7898410728309,CD ACIMA DOS VENTOS - AO VIVO,5.0,S,0.0,0.0,0.0
VK400006QE,009440,7890000094405,BRINDE MAE - Simples,1.2,S,0.0,0.0,0.0
VK400006QF,009441,7890000094412,BRINDE MAE - Chaveiro e Marca Texto,2.6,S,0.0,0.0,0.0
VK400006QG,009442,7890000094429,PAPEL - SEM PAUTA,0.15,S,0.0,0.0,0.0
VK400006QH,009443,7890000094436,PAPEL - CARTOLINA,1.0,S,0.0,0.0,0.0
VK400006QI,009444,7890000094443,PAPEL - LAMINADO,1.0,S,0.0,0.0,0.0
VK400006QJ,009445,7899587928882,CD E PRECISO CRER - Lauriete,5.0,S,0.0,0.0,0.0
VK400006QK,009446,7899587912867,CD TO NA MAO DE DEUS - Lauriete,5.0,S,0.0,0.0,0.0
VK400006QL,009447,7899587920473,CD NO OLHO DO FURACAO - Lauriete,5.0,S,0.0,0.0,0.0
VK400006QM,009448,7890000094481,BIBLIA C HARPA LUXO - Media Lt Grande Carteir(CPP),64.9,S,0.0,0.0,0.0
VK400006QM,009448,7908084608057,BIBLIA C HARPA LUXO - Media Lt Grande Carteir(CPP),64.9,S,0.0,0.0,0.0
VK400006QM,009448,7908084608064,BIBLIA C HARPA LUXO - Media Lt Grande Carteir(CPP),64.9,S,0.0,0.0,0.0
VK400006QM,009448,7908084608071,BIBLIA C HARPA LUXO - Media Lt Grande Carteir(CPP),64.9,S,0.0,0.0,0.0
VK400006QM,009448,7908084608088,BIBLIA C HARPA LUXO - Media Lt Grande Carteir(CPP),64.9,S,0.0,0.0,0.0
VK400006QM,009448,7908084608095,BIBLIA C HARPA LUXO - Media Lt Grande Carteir(CPP),64.9,S,0.0,0.0,0.0
VK400006QM,009448,7908084608101,BIBLIA C HARPA LUXO - Media Lt Grande Carteir(CPP),64.9,S,0.0,0.0,0.0
VK400006QN,009449,9788543301105,BIBLIA DE ESTUDO - PERGUNTAS E RESPOSTAS,129.9,S,0.0,0.0,0.0
VK400006QO,009450,9788583210191,MAE CONFIANTE - Joyce Meyer,34.9,S,0.0,0.0,0.0
VK400006QP,009451,9788583210245,MUDE SUAS PALAVRAS MUDE SUA VIDA - Joyce Meyer,39.9,S,0.0,0.0,0.0
VK400006QQ,009452,9788583210283,GENERAIS DE DEUS REFORMADORES ESTRONDOSOS,43.9,S,0.0,0.0,0.0
VK400006QR,009453,9788583210177,GENERAIS DE DEUS EVANGELISTAS DE CURA,42.9,S,0.0,0.0,0.0
VK400006QS,009454,9788583210269,CONFIANDO EM DEUS DIA A DIA - Joyce Meyer,34.9,S,0.0,0.0,0.0
VK400006QT,009455,9788583210184,JESUS NOME SOBRE TODO NOME - Joyce Meyer,16.9,S,0.0,0.0,0.0
VK400006QU,009456,9788583210160,8 MANEIRAS DE MANTER O DIABO DEBAIXO DOS SEUS PES,32.9,S,0.0,0.0,0.0
VK400006QV,009457,9788583210252,DEUS NAO ESTA BRAVO COM VOCE,39.9,S,0.0,0.0,0.0
VK400006QW,009458,9788583210207,PODER DE CRER CORRETAMENTE - Joseph Prince,36.9,S,0.0,0.0,0.0
VK400006QX,009459,9788583210122,FACA UM FAVOR A SI MESMO PERDOE - Joyce Meyer,39.9,S,0.0,0.0,0.0
VK400006QY,009460,9788578607654,NAMORO BLINDADO - Renato e Cristiane Cardoso,34.9,S,1.0,0.0,1.0
VK400006QZ,009461,9788578608460,ORACOES DE BOLSO PARA MAES - Max Lucado,24.9,S,1.0,0.0,1.0
VK400006R0,009462,9788578608439,DOZE HOMENS EXTRAORDINARIAMENTE COMUNS,39.9,S,0.0,0.0,0.0
VK400006R0,009462,9788578609313,DOZE HOMENS EXTRAORDINARIAMENTE COMUNS,39.9,S,0.0,0.0,0.0
VK400006R1,009463,9788578608453,DEUS NAO ESTA MORTO 2 - Rice Broocks,35.9,S,0.0,0.0,0.0
VK400006R2,009464,9788566997378,VOCE NASCEU PARA LIDERAR - John C. Maxwell,29.9,S,0.0,0.0,0.0
VK400006R2,009464,9788578602505,VOCE NASCEU PARA LIDERAR - John C. Maxwell,29.9,S,0.0,0.0,0.0
VK400006R3,009465,9788566997439,METODO DE LIDERANCA DE JEUS - Steven K Scott,19.9,S,0.0,0.0,0.0
VK400006R4,009466,9788578608064,QUARTO DE GUERRA - Chris Fabry,31.9,S,0.0,0.0,0.0
VK400006R5,009467,9788578607685,GRACA EXTRAORDINARIA - Aline Barros,24.9,S,3.0,0.0,3.0
VK400006R7,009468,9788578606466,MANUAL BIBLICO - Macarthur,69.9,S,0.0,0.0,0.0
VK400006R8,009469,9788578606299,PODER DA ORACAO EM TEMPOS DE ESCURIADAO,19.9,S,0.0,0.0,0.0
VK400006R9,009470,9788578602147,RESPOSTAS DE DEUS PARA DIAS MAIS DIFICEIS,34.9,S,0.0,0.0,0.0
VK400006R9,009470,9788578608286,RESPOSTAS DE DEUS PARA DIAS MAIS DIFICEIS,34.9,S,0.0,0.0,0.0
VK400006RA,009471,9788578605520,BENCAO DIARIA VOL 2 - Max Lucado,9.9,S,0.0,0.0,0.0
VK400006RB,009472,9788578601690,FE COMECA EM CASA - Kurt Bruner e Steve,24.9,S,0.0,0.0,0.0
VK400006RB,009472,9788578602697,FE COMECA EM CASA - Kurt Bruner e Steve,24.9,S,0.0,0.0,0.0
VK400006RC,009473,9788578602215,VIVENDO DE BEM COM A VIDA - Sonia Hernandes,14.9,S,56.0,0.0,56.0
